user_id,asset_class,allocation_pct
99.0,bonds,15.35
99.0,cash,4.74
99.0,alternatives,3.91
100.0,equity,38.9
100.0,bonds,38.85
100.0,cash,7.33
100.0,alternatives,14.93
101.0,equity,33.6
101.0,bonds,40.08
101.0,cash,8.98
101.0,alternatives,17.34
102.0,equity,50.1
102.0,bonds,25.88
102.0,cash,11.72
102.0,alternatives,12.3
103.0,equity,58.7
103.0,bonds,21.98
103.0,cash,8.28
103.0,alternatives,11.03
104.0,equity,59.1
104.0,bonds,25.66
104.0,cash,9.43
104.0,alternatives,5.8
105.0,equity,27.9
105.0,bonds,32.57
105.0,cash,8.92
105.0,alternatives,30.61
106.0,equity,66.0
106.0,bonds,21.55
106.0,cash,6.27
106.0,alternatives,6.19
107.0,equity,52.5
107.0,bonds,25.94
107.0,cash,5.21
107.0,alternatives,16.35
108.0,equity,43.3
108.0,bonds,25.8
108.0,cash,13.78
108.0,alternatives,17.12
109.0,equity,69.8
109.0,bonds,16.45
109.0,cash,6.58
109.0,alternatives,7.17
110.0,equity,67.1
110.0,bonds,16.25
110.0,cash,4.46
110.0,alternatives,12.19
111.0,equity,25.1
111.0,bonds,42.1
111.0,cash,17.33
111.0,alternatives,15.47
112.0,equity,52.9
112.0,bonds,23.91
112.0,cash,7.03
112.0,alternatives,16.15
113.0,equity,59.1
113.0,bonds,22.91
113.0,cash,4.34
113.0,alternatives,13.66
114.0,equity,22.0
114.0,bonds,41.01
114.0,cash,14.31
114.0,alternatives,22.68
115.0,equity,47.1
115.0,bonds,23.86
115.0,cash,10.35
115.0,alternatives,18.69
116.0,equity,46.5
116.0,bonds,24.62
116.0,cash,11.13
116.0,alternatives,17.75
117.0,equity,52.4
117.0,bonds,29.05
117.0,cash,10.75
117.0,alternatives,7.8
118.0,equity,14.3
118.0,bonds,50.11
118.0,cash,15.79
118.0,alternatives,19.8
119.0,equity,44.3
119.0,bonds,28.49
119.0,cash,9.12
119.0,alternatives,18.09
120.0,equity,42.3
120.0,bonds,26.97
120.0,cash,11.89
120.0,alternatives,18.84
121.0,equity,56.1
121.0,bonds,19.97
121.0,cash,7.11
121.0,alternatives,16.82
122.0,equity,41.4
122.0,bonds,32.3
122.0,cash,11.57
122.0,alternatives,14.72
123.0,equity,73.0
123.0,bonds,14.0
123.0,cash,4.49
123.0,alternatives,8.5
124.0,equity,64.7
124.0,bonds,20.03
124.0,cash,8.42
124.0,alternatives,6.85
125.0,equity,42.3
125.0,bonds,33.72
125.0,cash,7.97
125.0,alternatives,16.01
126.0,equity,65.0
126.0,bonds,21.68
126.0,cash,3.79
126.0,alternatives,9.53
127.0,equity,38.0
127.0,bonds,31.28
127.0,cash,7.21
127.0,alternatives,23.52
128.0,equity,61.9
128.0,bonds,20.55
128.0,cash,7.45
128.0,alternatives,10.1
129.0,equity,26.8
129.0,bonds,40.71
129.0,cash,16.23
129.0,alternatives,16.26
130.0,equity,42.0
130.0,bonds,32.68
130.0,cash,7.82
130.0,alternatives,17.49
131.0,equity,48.5
131.0,bonds,28.7
131.0,cash,10.83
131.0,alternatives,11.97
132.0,equity,81.4
132.0,bonds,10.24
132.0,cash,3.09
132.0,alternatives,5.27
133.0,equity,5.0
133.0,bonds,52.8
133.0,cash,17.31
133.0,alternatives,24.89
134.0,equity,81.1
134.0,bonds,9.68
134.0,cash,4.31
134.0,alternatives,4.91
135.0,equity,47.1
135.0,bonds,26.0
135.0,cash,5.55
135.0,alternatives,21.35
136.0,equity,26.3
136.0,bonds,44.09
136.0,cash,16.68
136.0,alternatives,12.92
137.0,equity,27.7
137.0,bonds,41.83
137.0,cash,12.32
137.0,alternatives,18.16
138.0,equity,33.7
138.0,bonds,42.77
138.0,cash,10.32
138.0,alternatives,13.22
139.0,equity,42.7
139.0,bonds,30.44
139.0,cash,10.81
139.0,alternatives,16.05
140.0,equity,52.6
140.0,bonds,25.41
140.0,cash,8.69
140.0,alternatives,13.3
141.0,equity,72.5
141.0,bonds,17.69
141.0,cash,3.73
141.0,alternatives,6.08
142.0,equity,33.7
142.0,bonds,31.8
142.0,cash,10.84
142.0,alternatives,23.65
143.0,equity,50.0
143.0,bonds,27.54
143.0,cash,10.35
143.0,alternatives,12.11
144.0,equity,46.0
144.0,bonds,34.62
144.0,cash,10.98
144.0,alternatives,8.41
145.0,equity,45.7
145.0,bonds,35.16
145.0,cash,7.44
145.0,alternatives,11.71
146.0,equity,44.9
146.0,bonds,27.1
146.0,cash,8.04
146.0,alternatives,19.96
147.0,equity,35.5
147.0,bonds,39.18
147.0,cash,8.25
147.0,alternatives,17.07
148.0,equity,45.5
148.0,bonds,26.66
148.0,cash,8.82
148.0,alternatives,19.02
149.0,equity,36.8
149.0,bonds,32.45
149.0,cash,12.45
149.0,alternatives,18.3
150.0,equity,34.5
150.0,bonds,41.14
150.0,cash,7.91
150.0,alternatives,16.45
151.0,equity,32.2
151.0,bonds,37.92
151.0,cash,7.68
151.0,alternatives,22.2
152.0,equity,69.2
152.0,bonds,15.22
152.0,cash,4.51
152.0,alternatives,11.07
153.0,equity,44.6
153.0,bonds,31.35
153.0,cash,10.15
153.0,alternatives,13.9
154.0,equity,33.6
154.0,bonds,38.42
154.0,cash,14.8
154.0,alternatives,13.18
155.0,equity,59.2
155.0,bonds,19.89
155.0,cash,8.63
155.0,alternatives,12.28
156.0,equity,81.4
156.0,bonds,10.85
156.0,cash,2.08
156.0,alternatives,5.67
157.0,equity,51.9
157.0,bonds,24.96
157.0,cash,5.01
157.0,alternatives,18.13
158.0,equity,60.4
158.0,bonds,18.53
158.0,cash,5.65
158.0,alternatives,15.42
159.0,equity,64.2
159.0,bonds,17.85
159.0,cash,8.41
159.0,alternatives,9.54
160.0,equity,39.7
160.0,bonds,37.91
160.0,cash,11.26
160.0,alternatives,11.13
161.0,equity,40.1
161.0,bonds,35.76
161.0,cash,14.97
161.0,alternatives,9.17
162.0,equity,28.0
162.0,bonds,38.31
162.0,cash,12.84
162.0,alternatives,20.85
163.0,equity,50.3
163.0,bonds,28.84
163.0,cash,11.83
163.0,alternatives,9.03
164.0,equity,44.0
164.0,bonds,34.13
164.0,cash,6.14
164.0,alternatives,15.73
165.0,equity,41.1
165.0,bonds,34.9
165.0,cash,8.12
165.0,alternatives,15.88
166.0,equity,43.4
166.0,bonds,28.36
166.0,cash,10.31
166.0,alternatives,17.94
167.0,equity,36.5
167.0,bonds,37.42
167.0,cash,7.87
167.0,alternatives,18.22
168.0,equity,48.6
168.0,bonds,26.36
168.0,cash,10.66
168.0,alternatives,14.38
169.0,equity,45.1
169.0,bonds,26.37
169.0,cash,12.49
169.0,alternatives,16.04
170.0,equity,34.6
170.0,bonds,35.4
170.0,cash,12.29
170.0,alternatives,17.72
171.0,equity,39.3
171.0,bonds,28.29
171.0,cash,14.76
171.0,alternatives,17.65
172.0,equity,25.3
172.0,bonds,47.17
172.0,cash,9.6
172.0,alternatives,17.93
173.0,equity,64.4
173.0,bonds,20.74
173.0,cash,7.8
173.0,alternatives,7.06
174.0,equity,53.2
174.0,bonds,22.2
174.0,cash,8.73
174.0,alternatives,15.86
175.0,equity,69.9
175.0,bonds,18.66
175.0,cash,5.3
175.0,alternatives,6.14
176.0,equity,33.2
176.0,bonds,42.4
176.0,cash,7.16
176.0,alternatives,17.24
177.0,equity,43.9
177.0,bonds,35.56
177.0,cash,13.83
177.0,alternatives,6.71
178.0,equity,40.9
178.0,bonds,28.44
178.0,cash,9.73
178.0,alternatives,20.93
179.0,equity,30.4
179.0,bonds,39.96
179.0,cash,16.29
179.0,alternatives,13.35
180.0,equity,52.5
180.0,bonds,22.89
180.0,cash,7.13
180.0,alternatives,17.48
181.0,equity,80.5
181.0,bonds,11.89
181.0,cash,3.15
181.0,alternatives,4.46
182.0,equity,64.3
182.0,bonds,20.38
182.0,cash,6.57
182.0,alternatives,8.75
183.0,equity,43.8
183.0,bonds,36.23
183.0,cash,6.81
183.0,alternatives,13.16
184.0,equity,61.6
184.0,bonds,24.56
184.0,cash,7.09
184.0,alternatives,6.75
185.0,equity,36.9
185.0,bonds,39.81
185.0,cash,7.43
185.0,alternatives,15.87
186.0,equity,65.8
186.0,bonds,19.78
186.0,cash,7.73
186.0,alternatives,6.69
187.0,equity,28.1
187.0,bonds,43.67
187.0,cash,7.3
187.0,alternatives,20.93
188.0,equity,36.6
188.0,bonds,34.26
188.0,cash,7.44
188.0,alternatives,21.7
189.0,equity,15.0
189.0,bonds,40.85
189.0,cash,17.51
189.0,alternatives,26.65
190.0,equity,55.1
190.0,bonds,28.8
190.0,cash,8.76
190.0,alternatives,7.34
191.0,equity,46.9
191.0,bonds,24.98
191.0,cash,7.25
191.0,alternatives,20.86
192.0,equity,46.2
192.0,bonds,28.29
192.0,cash,6.39
192.0,alternatives,19.12
193.0,equity,73.2
193.0,bonds,16.61
193.0,cash,3.46
193.0,alternatives,6.73
194.0,equity,42.8
194.0,bonds,27.22
194.0,cash,11.95
194.0,alternatives,18.03
195.0,equity,28.1
195.0,bonds,34.18
195.0,cash,11.62
195.0,alternatives,26.11
196.0,equity,41.8
196.0,bonds,32.19
196.0,cash,6.52
196.0,alternatives,19.49
197.0,equity,39.2
197.0,bonds,34.12
197.0,cash,10.46
197.0,alternatives,16.22
198.0,equity,70.6
198.0,bonds,17.16
198.0,cash,3.91
198.0,alternatives,8.33
199.0,equity,62.9
199.0,bonds,19.34
199.0,cash,7.38
199.0,alternatives,10.38
200.0,equity,38.9
200.0,bonds,27.93
200.0,cash,7.17
200.0,alternatives,26.0
201.0,equity,37.9
201.0,bonds,31.47
201.0,cash,7.2
201.0,alternatives,23.43
202.0,equity,24.4
202.0,bonds,34.62
202.0,cash,18.76
202.0,alternatives,22.23
203.0,equity,56.5
203.0,bonds,23.54
203.0,cash,7.83
203.0,alternatives,12.13
204.0,equity,59.3
204.0,bonds,20.39
204.0,cash,4.12
204.0,alternatives,16.19
205.0,equity,48.1
205.0,bonds,31.15
205.0,cash,10.82
205.0,alternatives,9.93
206.0,equity,22.8
206.0,bonds,49.76
206.0,cash,7.96
206.0,alternatives,19.48
207.0,equity,27.7
207.0,bonds,34.52
207.0,cash,14.95
207.0,alternatives,22.83
208.0,equity,35.5
208.0,bonds,33.28
208.0,cash,7.07
208.0,alternatives,24.15
209.0,equity,53.2
209.0,bonds,23.88
209.0,cash,5.3
209.0,alternatives,17.63
210.0,equity,28.0
210.0,bonds,44.46
210.0,cash,16.67
210.0,alternatives,10.87
211.0,equity,49.9
211.0,bonds,28.93
211.0,cash,7.91
211.0,alternatives,13.27
212.0,equity,70.2
212.0,bonds,17.99
212.0,cash,5.8
212.0,alternatives,6.0
213.0,equity,47.6
213.0,bonds,31.88
213.0,cash,9.26
213.0,alternatives,11.26
214.0,equity,62.9
214.0,bonds,23.81
214.0,cash,5.32
214.0,alternatives,7.97
215.0,equity,70.6
215.0,bonds,16.78
215.0,cash,6.5
215.0,alternatives,6.11
216.0,equity,49.6
216.0,bonds,31.69
216.0,cash,12.2
216.0,alternatives,6.51
217.0,equity,45.6
217.0,bonds,28.78
217.0,cash,11.15
217.0,alternatives,14.48
218.0,equity,67.1
218.0,bonds,16.71
218.0,cash,6.49
218.0,alternatives,9.69
219.0,equity,29.8
219.0,bonds,34.18
219.0,cash,11.46
219.0,alternatives,24.57
220.0,equity,25.2
220.0,bonds,47.43
220.0,cash,16.58
220.0,alternatives,10.79
221.0,equity,63.8
221.0,bonds,19.88
221.0,cash,4.42
221.0,alternatives,11.9
222.0,equity,32.7
222.0,bonds,35.65
222.0,cash,8.13
222.0,alternatives,23.52
223.0,equity,82.4
223.0,bonds,8.16
223.0,cash,4.15
223.0,alternatives,5.29
224.0,equity,40.0
224.0,bonds,32.9
224.0,cash,6.8
224.0,alternatives,20.3
225.0,equity,40.9
225.0,bonds,35.07
225.0,cash,6.57
225.0,alternatives,17.47
226.0,equity,49.0
226.0,bonds,26.99
226.0,cash,6.86
226.0,alternatives,17.15
227.0,equity,49.2
227.0,bonds,24.53
227.0,cash,9.15
227.0,alternatives,17.12
228.0,equity,64.2
228.0,bonds,21.26
228.0,cash,6.2
228.0,alternatives,8.34
229.0,equity,15.9
229.0,bonds,51.65
229.0,cash,19.98
229.0,alternatives,12.47
230.0,equity,39.8
230.0,bonds,36.81
230.0,cash,14.66
230.0,alternatives,8.73
231.0,equity,8.0
231.0,bonds,58.49
231.0,cash,20.69
231.0,alternatives,12.82
232.0,equity,58.8
232.0,bonds,20.95
232.0,cash,5.2
232.0,alternatives,15.05
233.0,equity,65.9
233.0,bonds,20.3
233.0,cash,7.73
233.0,alternatives,6.06
234.0,equity,57.4
234.0,bonds,26.18
234.0,cash,8.37
234.0,alternatives,8.04
235.0,equity,45.3
235.0,bonds,33.69
235.0,cash,11.27
235.0,alternatives,9.73
236.0,equity,48.1
236.0,bonds,30.26
236.0,cash,5.55
236.0,alternatives,16.09
237.0,equity,38.4
237.0,bonds,33.39
237.0,cash,6.47
237.0,alternatives,21.73
238.0,equity,51.2
238.0,bonds,22.86
238.0,cash,8.84
238.0,alternatives,17.1
239.0,equity,15.1
239.0,bonds,39.01
239.0,cash,20.12
239.0,alternatives,25.77
240.0,equity,46.2
240.0,bonds,29.06
240.0,cash,11.03
240.0,alternatives,13.72
241.0,equity,40.8
241.0,bonds,28.39
241.0,cash,13.45
241.0,alternatives,17.36
242.0,equity,32.4
242.0,bonds,36.88
242.0,cash,12.43
242.0,alternatives,18.29
243.0,equity,42.4
243.0,bonds,33.39
243.0,cash,10.42
243.0,alternatives,13.78
244.0,equity,60.0
244.0,bonds,22.51
244.0,cash,8.47
244.0,alternatives,9.03
245.0,equity,28.3
245.0,bonds,43.83
245.0,cash,10.46
245.0,alternatives,17.41
246.0,equity,36.8
246.0,bonds,40.09
246.0,cash,9.67
246.0,alternatives,13.43
247.0,equity,44.8
247.0,bonds,27.85
247.0,cash,8.1
247.0,alternatives,19.25
248.0,equity,49.1
248.0,bonds,26.55
248.0,cash,7.51
248.0,alternatives,16.84
249.0,equity,37.2
249.0,bonds,38.86
249.0,cash,11.57
249.0,alternatives,12.38
250.0,equity,43.0
250.0,bonds,36.68
250.0,cash,6.42
250.0,alternatives,13.9
251.0,equity,78.4
251.0,bonds,12.37
251.0,cash,2.47
251.0,alternatives,6.76
252.0,equity,59.0
252.0,bonds,22.21
252.0,cash,6.45
252.0,alternatives,12.33
253.0,equity,49.0
253.0,bonds,29.89
253.0,cash,10.8
253.0,alternatives,10.3
254.0,equity,25.5
254.0,bonds,37.07
254.0,cash,9.61
254.0,alternatives,27.81
255.0,equity,44.8
255.0,bonds,29.47
255.0,cash,7.52
255.0,alternatives,18.2
256.0,equity,46.8
256.0,bonds,31.14
256.0,cash,9.45
256.0,alternatives,12.61
257.0,equity,66.9
257.0,bonds,20.37
257.0,cash,8.18
257.0,alternatives,4.55
258.0,equity,38.0
258.0,bonds,32.59
258.0,cash,14.68
258.0,alternatives,14.73
259.0,equity,30.4
259.0,bonds,42.14
259.0,cash,8.52
259.0,alternatives,18.94
260.0,equity,58.6
260.0,bonds,25.55
260.0,cash,7.13
260.0,alternatives,8.72
261.0,equity,52.7
261.0,bonds,27.99
261.0,cash,9.72
261.0,alternatives,9.59
262.0,equity,31.4
262.0,bonds,43.03
262.0,cash,14.69
262.0,alternatives,10.88
263.0,equity,77.4
263.0,bonds,13.9
263.0,cash,3.35
263.0,alternatives,5.35
264.0,equity,25.7
264.0,bonds,47.9
264.0,cash,14.8
264.0,alternatives,11.6
265.0,equity,42.9
265.0,bonds,34.53
265.0,cash,13.07
265.0,alternatives,9.5
266.0,equity,64.7
266.0,bonds,16.76
266.0,cash,5.31
266.0,alternatives,13.23
267.0,equity,42.9
267.0,bonds,35.24
267.0,cash,13.61
267.0,alternatives,8.25
268.0,equity,51.5
268.0,bonds,29.16
268.0,cash,8.36
268.0,alternatives,10.98
269.0,equity,46.1
269.0,bonds,26.96
269.0,cash,9.63
269.0,alternatives,17.3
270.0,equity,47.0
270.0,bonds,28.06
270.0,cash,12.34
270.0,alternatives,12.6
271.0,equity,27.2
271.0,bonds,41.02
271.0,cash,11.56
271.0,alternatives,20.22
272.0,equity,75.8
272.0,bonds,13.3
272.0,cash,5.81
272.0,alternatives,5.09
273.0,equity,45.7
273.0,bonds,31.09
273.0,cash,7.3
273.0,alternatives,15.91
274.0,equity,52.7
274.0,bonds,26.02
274.0,cash,8.03
274.0,alternatives,13.25
275.0,equity,46.3
275.0,bonds,27.5
275.0,cash,11.3
275.0,alternatives,14.9
276.0,equity,47.3
276.0,bonds,26.54
276.0,cash,9.16
276.0,alternatives,16.99
277.0,equity,59.6
277.0,bonds,21.74
277.0,cash,6.87
277.0,alternatives,11.79
278.0,equity,29.0
278.0,bonds,40.0
278.0,cash,14.38
278.0,alternatives,16.62
279.0,equity,31.1
279.0,bonds,32.98
279.0,cash,9.87
279.0,alternatives,26.05
280.0,equity,52.2
280.0,bonds,28.9
280.0,cash,11.29
280.0,alternatives,7.61
281.0,equity,63.0
281.0,bonds,16.98
281.0,cash,4.11
281.0,alternatives,15.91
282.0,equity,47.8
282.0,bonds,33.24
282.0,cash,6.38
282.0,alternatives,12.58
283.0,equity,51.9
283.0,bonds,31.07
283.0,cash,10.79
283.0,alternatives,6.25
284.0,equity,31.9
284.0,bonds,32.29
284.0,cash,7.86
284.0,alternatives,27.95
285.0,equity,74.6
285.0,bonds,16.39
285.0,cash,3.51
285.0,alternatives,5.49
286.0,equity,31.8
286.0,bonds,38.04
286.0,cash,9.24
286.0,alternatives,20.93
287.0,equity,56.2
287.0,bonds,24.97
287.0,cash,9.9
287.0,alternatives,8.93
288.0,equity,67.2
288.0,bonds,19.07
288.0,cash,3.51
288.0,alternatives,10.22
289.0,equity,55.3
289.0,bonds,25.44
289.0,cash,8.9
289.0,alternatives,10.36
290.0,equity,36.1
290.0,bonds,31.32
290.0,cash,13.69
290.0,alternatives,18.88
291.0,equity,30.2
291.0,bonds,40.16
291.0,cash,7.08
291.0,alternatives,22.56
292.0,equity,80.3
292.0,bonds,12.61
292.0,cash,3.29
292.0,alternatives,3.8
293.0,equity,28.1
293.0,bonds,35.7
293.0,cash,8.12
293.0,alternatives,28.08
294.0,equity,41.2
294.0,bonds,30.86
294.0,cash,8.59
294.0,alternatives,19.34
295.0,equity,38.6
295.0,bonds,31.29
295.0,cash,13.45
295.0,alternatives,16.67
296.0,equity,65.9
296.0,bonds,19.75
296.0,cash,4.09
296.0,alternatives,10.26
297.0,equity,54.2
297.0,bonds,27.1
297.0,cash,9.55
297.0,alternatives,9.15
