date,regime,equity_index,bond_index,volatility_index,interest_rate,inflation_rate
2023-08-29,bear,109.6037120199227,99.5899966155158,1.1526257847371442,1.908685592543408,2.5092466516265244
2023-08-30,bear,110.33534398231923,99.53567550110442,1.676976752997662,1.892395616892805,2.5205822069528496
2023-08-31,bear,108.57409095892716,99.30274497623739,1.1085030581679665,1.908365895491315,2.527042104825033
2023-09-01,bear,109.57407182113042,99.15194327700694,1.710186196965679,1.9101897876385538,2.5334090807292107
2023-09-02,bear,107.42845857376136,99.1092506731472,1.6211110310183,1.922999229726358,2.548679403596866
2023-09-03,bear,106.1689251735502,99.14615896511779,1.3695384726460327,1.9122450321601698,2.543048368868468
2023-09-04,bear,108.04279724844766,99.33596186816727,1.1793088438170252,1.903013380919888,2.5351613690685277
2023-09-05,bear,109.24888788364694,99.66799913663402,1.4757703978826333,1.8913943787038898,2.529384390906699
2023-09-06,bear,111.45829107675182,99.58995479058453,1.6751268715168497,1.893897355430538,2.527348382479446
2023-09-07,bull,111.28292315111695,99.46362806121786,1.8308995763658042,1.8945571884497205,2.5085119775651106
2023-09-08,bull,110.32388795096948,99.60416688741788,1.2697102108990905,1.8899130702574087,2.5068525516715363
2023-09-09,bull,110.17787455262939,99.79665540109617,1.2879949749079207,1.879772378328556,2.502495985816377
2023-09-10,bull,110.33391400910351,99.67663981359745,2.344256097430142,1.8671064156312476,2.5087660639555596
2023-09-11,bull,110.46983543139974,99.92295877532254,1.0579792383839222,1.866621576626541,2.51158541898764
2023-09-12,bull,111.53801730001891,100.22660026818377,1.0423217556558513,1.861965708830655,2.506779845965485
2023-09-13,bull,111.28257701508677,100.6250069574068,1.1520075371608272,1.8551096389070723,2.511499532728388
2023-09-14,bull,111.66274898705882,101.1719001189361,1.0,1.8705805337683885,2.5172856372069785
2023-09-15,bull,110.8466040346182,100.91904640782232,1.0,1.8697572769864612,2.5111372708886472
2023-09-16,bull,111.31244112511311,100.93334609456095,1.0,1.8824577063257304,2.5071930768455877
2023-09-17,bull,111.38199675226437,100.94685431613829,1.1238069886097808,1.8771251844989034,2.489390171348804
2023-09-18,bull,110.78070029583884,100.92724834686516,1.0,1.87957294733689,2.4806648915538494
2023-09-19,bull,110.63816598087995,100.74075611191013,1.0,1.8790181871743266,2.474725135070461
2023-09-20,bull,110.54153394596764,100.30186026915146,1.3437273100742324,1.8620419640791455,2.4753184644833093
2023-09-21,bull,110.36895196713287,100.33977821771465,1.2315753693520695,1.8763253471417844,2.4677554030484306
2023-09-22,bull,111.9991819501951,100.11852228612233,1.0,1.8749738110714604,2.4636477871520377
2023-09-23,bull,111.97817448556722,100.15436275900701,1.0,1.88243799326779,2.453845141699377
2023-09-24,bull,111.82687306080423,99.92579742051765,1.3676373658265943,1.8749177060431743,2.455214052887627
2023-09-25,bull,110.01755812873726,99.60613728896385,1.1869455904549329,1.8732692622273768,2.458619769644306
2023-09-26,bull,109.29654058901012,99.68611056664359,1.0,1.8646007386281431,2.461838692431665
2023-09-27,bull,109.13209439165166,99.74121351772462,1.0,1.876960723455777,2.461937581486907
2023-09-28,bull,108.59878533632443,99.92452249944185,1.0,1.8800748169302839,2.449608997514896
2023-09-29,bull,109.86435873817267,100.58977913101612,1.1894148585605158,1.8837453521970928,2.444649368203753
2023-09-30,bull,109.78531109001071,100.68351558702875,1.2550507474698858,1.8973271936681426,2.441390914825205
2023-10-01,bull,110.98280029853302,100.84010315155301,1.0,1.9088906066371327,2.4381645523218403
2023-10-02,bull,111.10417520333857,100.52420297520285,1.092623765679428,1.9165440319984957,2.438764402065759
2023-10-03,bull,111.20392705294235,100.14615936121206,1.0,1.902326758528121,2.450168733044727
2023-10-04,bull,111.19165329962226,100.63171684720271,1.0,1.8953699673329543,2.456665502746204
2023-10-05,bull,111.26174518355509,100.36298595170234,1.0,1.8853310859728407,2.4487653605074144
2023-10-06,bull,112.85839128388204,100.05870221776001,1.0,1.8926064229090986,2.4541925835097875
2023-10-07,bull,110.83180603844454,100.05697152603665,1.0,1.8943129423265992,2.4593150024511132
2023-10-08,bull,109.12362568426998,100.03990408397776,1.0,1.8804078179902932,2.4528664626675005
2023-10-09,bull,108.71491769607428,99.7790480813669,1.0,1.878520375860181,2.459657390048584
2023-10-10,bull,108.79278182660505,99.69773617381452,1.0,1.863579252502993,2.458374376961022
2023-10-11,bull,109.45868453666843,100.07540387530223,1.0,1.8630476876222954,2.4470947490409065
2023-10-12,bull,109.93862776632824,99.8434310079155,1.0,1.8464939625824237,2.450736370838004
2023-10-13,bull,109.66664319589275,99.43596822339495,1.0439956854022938,1.8517822375162698,2.45247206542692
2023-10-14,bull,110.62648399067243,99.72709494822338,1.0,1.8555618637766105,2.4506506443934333
2023-10-15,bull,111.60459504325996,99.88435368035688,1.0,1.8746413487100793,2.4503510197135667
2023-10-16,bull,111.83589139807475,99.70840181161458,1.0,1.8831200816050528,2.4445983358824592
2023-10-17,bull,112.76427027475498,99.24510661806455,1.1820572027508949,1.8788909390468278,2.449479379912836
2023-10-18,bull,113.07788599031817,99.03333045552623,1.6437765197433194,1.8870716399795726,2.4491317748367645
2023-10-19,bull,112.63780221240793,99.02698110085615,1.1910641195473701,1.8730950011701208,2.4504633655883503
2023-10-20,bull,113.33418933446954,99.3831827630104,1.0,1.8634702751333099,2.4533205009837813
2023-10-21,bull,113.50247983668788,99.08406463371476,1.0,1.8668017004540611,2.4440838160683707
2023-10-22,bull,113.57179793202377,99.06884931997058,1.0,1.8452192038265818,2.4369295518933143
2023-10-23,bull,114.97822889449472,99.27941361864352,1.0,1.844847595977243,2.4192499962163847
2023-10-24,bull,112.79284033914006,98.5801090844158,1.0696522764714371,1.8346449630560588,2.423767934284308
2023-10-25,bull,111.58127904929447,98.89569935494036,1.0,1.8356580336075914,2.4140702540943337
2023-10-26,bull,110.58858912475249,98.55477109600284,1.0,1.8248806700271187,2.415130811773499
2023-10-27,bull,110.33356241823391,98.66278579270009,1.0101614148880644,1.8291231514016706,2.4180987175730153
2023-10-28,bull,110.17502794455626,98.7456674115255,1.2128354766518297,1.8293164256383445,2.4229175402841556
2023-10-29,bull,108.91257579840348,99.07683659953832,1.0,1.8433200848071578,2.4132854049734673
2023-10-30,bull,108.11955455294284,99.25049581779174,1.0,1.843387430148174,2.412764112028342
2023-10-31,bull,107.43983573509401,98.55257908735216,1.0,1.8357010020985594,2.4261263553946435
2023-11-01,bull,109.61650156280783,98.33040828879652,1.0,1.8332321435402865,2.4398408728345182
2023-11-02,bull,111.2622766559935,98.38101063001614,1.0,1.8197897795701192,2.4477394575867337
2023-11-03,bull,110.96253660100011,98.33330177633216,1.0,1.8238511521171736,2.4504394026972847
2023-11-04,bull,110.70636112969525,98.48403022657214,1.0,1.8297496545803262,2.4423985515865216
2023-11-05,bull,109.75499140457774,98.72709862878007,1.0,1.8544416149472545,2.44814752458965
2023-11-06,bull,108.14542970260167,98.91718336242299,1.0,1.8482232550412103,2.446883354759675
2023-11-07,bull,108.10919649656027,98.86348865941133,1.0,1.8455453093044585,2.451367580961858
2023-11-08,bull,107.31104620541012,98.32576905379618,1.0,1.8397877240600764,2.446304833323041
2023-11-09,bull,107.3025896385435,98.20124499845187,1.0428444795952576,1.8419088610713887,2.4449213684203217
2023-11-10,bull,105.99332133986974,98.33372873452655,1.0,1.8457257664161848,2.446234547300933
2023-11-11,bull,105.41080370377405,98.02187887440517,1.0,1.8451920179718997,2.448204772032884
2023-11-12,bull,105.59938539854055,98.21731726768998,1.0,1.85605527714063,2.452154553748566
2023-11-13,bull,105.97211709740391,98.49479885746139,1.0,1.8498854821030823,2.4475209938723665
2023-11-14,bull,106.38962346603589,98.54213554928288,1.0,1.8597472225819893,2.436774718255485
2023-11-15,bull,105.32956663359138,97.64625553019984,1.0,1.8651322011184002,2.4497729985746832
2023-11-16,bull,106.11295379407628,97.28161852718627,1.0,1.8650119019194107,2.4696870319268704
2023-11-17,bull,105.4973189520568,97.84182129161728,1.0,1.8618625355118392,2.4732663976164893
2023-11-18,bull,106.09473584957733,97.69118271452265,1.0,1.886129213099153,2.4626744608586484
2023-11-19,bull,106.14936303040233,97.11945193836667,1.0,1.8779591265917321,2.4564888999239054
2023-11-20,bull,105.04423139773951,97.48906353164348,1.0,1.8809384583614164,2.460561840476313
2023-11-21,bull,104.84153997779848,97.50271851033415,1.1126059652897329,1.873436267658995,2.4712907653697633
2023-11-22,bull,105.2108872807453,97.83567288658173,1.0,1.891292475145208,2.4615876402934287
2023-11-23,bull,105.78993886553066,97.92674576892598,1.0,1.9001607384332,2.4605929777266375
2023-11-24,bull,105.73409202043858,98.07125405535847,1.0,1.8933772396447885,2.462160434242189
2023-11-25,bull,107.09322247704105,98.18786349723516,1.0,1.898503189579101,2.469077061852476
2023-11-26,bull,108.02065901168952,98.40313694507033,1.0,1.9010801467918665,2.466328253097273
2023-11-27,bull,107.86367983276402,99.08529615970126,1.7391895659965648,1.8959138991721192,2.4538177355666977
2023-11-28,bull,108.57568523250298,99.38384204043162,1.0,1.9034955413444008,2.458787316042321
2023-11-29,bull,110.32053426566213,98.92259984523054,1.0,1.907388595255445,2.4677856837636907
2023-11-30,bull,112.11698025484542,99.06504686024165,1.0130619734097133,1.9095455823943044,2.4671249520697294
2023-12-01,bull,111.08281333586929,99.4141959022743,1.0,1.9091263852818812,2.470366872800181
2023-12-02,bull,110.32608778678143,99.78283392264295,1.0,1.9134369302078778,2.4665709429647644
2023-12-03,bull,111.702885682825,99.66510864350975,1.0,1.9157308068228023,2.459804760606957
2023-12-04,bull,110.82420303629857,100.02338809845408,1.0,1.9163217401530526,2.468016166051335
2023-12-05,bull,109.71814102148217,100.31177825152102,1.0,1.9099115809931768,2.471116132833851
2023-12-06,bull,109.35721737652821,101.0959708254026,1.0,1.9268492434008018,2.475039081629066
2023-12-07,bull,109.79047029587761,100.8786139615448,1.0,1.9163450439673162,2.4870560028130226
2023-12-08,bull,109.76640711745047,100.73514422232928,1.0,1.9206214061561138,2.478617264138474
2023-12-09,bull,109.26098671201501,100.65270689726407,1.091893272646474,1.9174189987330994,2.4742010539931987
2023-12-10,bull,108.73722235346976,100.5147456088066,1.100545918707147,1.9350144714275923,2.475464520783876
2023-12-11,bull,108.18280425677254,100.25641645562034,1.0,1.925979646055354,2.4709500148817862
2023-12-12,bull,107.48653139533334,99.4355142591802,1.0,1.9186270134377508,2.477215107163966
2023-12-13,bull,109.51298174533821,99.31578411345254,1.0,1.9089288328051324,2.475715913396734
2023-12-14,bull,109.83934013044765,99.43576494781703,1.0,1.9121634833146386,2.4677756509367565
2023-12-15,bull,110.68445196965004,99.29857684982126,1.0,1.898432976718952,2.468301824338258
2023-12-16,bull,110.31779646859626,99.88504849906535,1.2124689448070514,1.8936476917713745,2.4696645345047123
2023-12-17,bull,110.21987249955112,99.89904513502077,1.0,1.8721240335428315,2.477141991007883
2023-12-18,bull,109.65682179226535,100.29595274909767,1.3259274302637598,1.8745282470841125,2.480287118233062
2023-12-19,bull,107.39639261872232,100.38464057246101,1.0,1.8695260984965498,2.483976289363941
2023-12-20,bull,106.27688465166479,100.64355483882854,1.0,1.8546455310572314,2.4865386228359987
2023-12-21,bull,104.80123548165237,100.73793078225222,1.1548309328189381,1.8655016250869718,2.4850328426656634
2023-12-22,bull,102.97787526697411,101.16167016984396,1.6355606142816237,1.8524249561031225,2.479303089744773
2023-12-23,bull,102.05489777329805,101.18876309112377,1.0467159940918478,1.8603943930034046,2.4816137965580483
2023-12-24,bull,103.19787644326959,101.34948748981907,1.0,1.8533839847635265,2.478948798430979
2023-12-25,bull,103.2231094239806,101.47100540379628,1.0,1.8693996985424808,2.492467379394507
2023-12-26,bull,104.3507713252886,101.39339465849824,1.0,1.8768952039317424,2.5032048377526928
2023-12-27,bull,104.75647257929069,101.52672159424141,1.0,1.866814725223002,2.5082675508115058
2023-12-28,bull,105.47515128017997,102.21742399745597,1.0,1.857643899700899,2.5112952863258498
2023-12-29,bull,104.77825839600719,102.14472790322236,1.0,1.863699151753142,2.5105916139180002
2023-12-30,bull,105.28031469876666,102.28348075804902,1.0,1.8610753704460403,2.5005026240672232
2023-12-31,bull,105.95723699869649,102.67965913348223,1.0,1.8593819453758267,2.4987732462806473
2024-01-01,bull,105.53201171043281,103.04116955403515,1.2722079342701362,1.8721043339935477,2.4995844465478894
2024-01-02,bull,106.06772628501366,103.05509549114491,1.0,1.864617445259848,2.5014200983434467
2024-01-03,bull,106.61180090640418,102.32853994956666,1.4141971841671923,1.8655303829816026,2.5051763892795735
2024-01-04,bull,106.20705762989593,102.49739313862199,1.0,1.8750766609181257,2.512547030862595
2024-01-05,bull,105.31681441174399,101.82517190099443,1.0,1.8831678358019817,2.507009798289052
2024-01-06,bull,104.38233551022928,102.2843842518573,1.3321560931235912,1.881571709126775,2.50154519343138
2024-01-07,bull,104.51720211553814,102.34661628196784,1.0,1.8786826503182485,2.513152046869325
2024-01-08,bull,104.8533376892077,102.66379070355269,2.2072237266330808,1.861294495693039,2.5193198995828703
2024-01-09,bull,104.25145786359384,102.39621463537836,1.0,1.8507320457663872,2.516193732045804
2024-01-10,bull,104.33618122304038,101.92954159146473,1.0,1.8539156380321344,2.515336042694186
2024-01-11,volatile,105.77527857549072,102.01947027015427,2.662547986986299,1.852536816142712,2.5145143311207865
2024-01-12,volatile,107.35519918470435,102.01938760175055,3.3385682376658212,1.8532860869283745,2.5147669240990376
2024-01-13,volatile,111.36439229037963,101.8791494583133,2.7962537058363033,1.863678623024715,2.5185483888369466
2024-01-14,volatile,114.78857339386941,101.91521303107842,1.5974720104980382,1.8518053919340922,2.538828330805745
2024-01-15,volatile,112.04156868838572,102.7715360078405,3.101735192383752,1.8494435889117657,2.5403463832950464
2024-01-16,volatile,116.57993220378513,103.03910957846398,2.2295517102774913,1.851330698545878,2.5456471684984483
2024-01-17,volatile,115.10596127933572,103.37383169497782,2.4535775364196617,1.8442890991701328,2.5321553548489275
2024-01-18,volatile,118.00397802327669,103.6458920487132,1.7603730139123668,1.858603870309407,2.5282761549066968
2024-01-19,volatile,118.20832303691284,104.11627715887366,2.663101009061948,1.8676897383255384,2.5381066749284296
2024-01-20,volatile,117.05087618438203,104.06732012166219,2.074312854966224,1.870591071596426,2.5413251980592824
2024-01-21,volatile,111.9843612405026,103.43622634533602,2.4500848189967366,1.8885333893897118,2.5062122813803636
2024-01-22,volatile,111.53445866651181,103.38805005415294,2.2579504973196083,1.8735444365936105,2.511604466998893
2024-01-23,volatile,107.37141295229577,103.65016017580595,3.3625064008679257,1.8734671737825537,2.5269497821559233
2024-01-24,volatile,109.87479695039374,103.35896529294682,3.3911301500727946,1.8771305434718941,2.510982521466965
2024-01-25,volatile,113.88555927534534,103.31461418300967,2.4232565851073704,1.867984993003955,2.523137622872129
2024-01-26,volatile,111.71878814226355,103.11053587212268,2.4319888556844274,1.8709921384221322,2.5009619778271217
2024-01-27,volatile,112.53961935088593,103.58547204886935,2.2132785168252425,1.8599263134842534,2.508465969387549
2024-01-28,volatile,110.59162645440972,103.82872917223791,2.953003145751393,1.866831886666996,2.508396780379451
2024-01-29,volatile,108.93456205287305,104.0420579490918,2.2355400648333115,1.877410234348285,2.4895970106574943
2024-01-30,volatile,110.97031730214657,104.24648019440961,2.1893313626771502,1.8801335683595684,2.4931661132754126
2024-01-31,volatile,110.8787758583959,104.24525553202375,2.889296431832482,1.861605590208919,2.502372831268629
2024-02-01,volatile,115.51922482351213,104.31746297303907,2.1308504523416754,1.8519376549972586,2.5052839272992014
2024-02-02,volatile,114.19380581500691,103.95698837354868,2.3811224827757345,1.8575847550293902,2.5099625483956784
2024-02-03,volatile,116.94405765385577,103.2854963022928,1.6093446092445034,1.8577967414645138,2.506669139496966
2024-02-04,volatile,117.22915813436978,103.34232846402291,2.7520951725615834,1.830856715287589,2.4917780214551977
2024-02-05,volatile,119.47980231764306,103.45310841931779,3.3704334695909344,1.8432850191262715,2.497312933633894
2024-02-06,volatile,118.20951889381237,103.83876026567458,2.760612686399896,1.8446515841888098,2.5113109649894647
2024-02-07,bull,118.2335779943974,104.33864083101028,1.5308995837736525,1.8364608375488092,2.520347611823284
2024-02-08,bull,118.19527137516319,104.840509219188,1.0,1.846410393524476,2.5044446051864737
2024-02-09,bull,117.47564455739364,104.53709336490881,1.0,1.839634993395407,2.492325449928786
2024-02-10,bull,118.16835758432438,104.43707278570209,1.0,1.8327504722193648,2.4855577079944076
2024-02-11,bull,118.85396945495526,104.59801061644197,1.0,1.836333998729505,2.472813904384166
2024-02-12,bull,119.48965248925343,105.40296699459049,1.1861057386762526,1.854144383321928,2.4731674237406147
2024-02-13,bull,121.03055821574327,105.88152783384328,1.0,1.870380255101657,2.4763147501820586
2024-02-14,bull,122.50649663339843,106.24768643192243,1.0,1.873977370090698,2.4648727239161197
2024-02-15,bull,122.21253524830075,106.1347064812558,1.0,1.8786012266792012,2.471089751590324
2024-02-16,bull,122.65059612637852,105.86410555105292,1.0,1.8865162160000495,2.475898583142484
2024-02-17,bull,122.11230651379562,106.12524304391764,1.0457262949697952,1.873946379246356,2.4715133101437345
2024-02-18,bull,122.20838966986474,105.78543173569435,1.8319472678283342,1.8803878626178758,2.4701331342558626
2024-02-19,bull,121.69535938860902,105.7203410018781,1.4812291220001064,1.8730471279364405,2.4545347248506384
2024-02-20,bull,123.3456169122832,105.69450994425435,1.0,1.8762319086044064,2.451876627600342
2024-02-21,bull,123.77850886422186,106.21016558318111,1.5105379690348921,1.873957232328333,2.4519357073933845
2024-02-22,bull,123.63687740661453,106.10776922190166,1.2682002085073236,1.878969315599475,2.45328568815521
2024-02-23,bull,124.8916617173694,105.34190998565106,1.0,1.8801503502495396,2.456316703451371
2024-02-24,bull,122.79786259057039,105.51186166465001,1.0,1.8494200475413267,2.458270637397216
2024-02-25,bull,120.89292135862411,105.30114755962066,1.3477612057479047,1.8512089646583785,2.4561558878190906
2024-02-26,bull,121.73514719111638,105.32514496176144,1.0752167554673928,1.857630494181371,2.458445447359525
2024-02-27,bull,121.86707736288696,105.30828092070243,1.0,1.8620897776647556,2.466461703306007
2024-02-28,bull,122.18436687849771,105.23234185695243,1.1053710778980972,1.8610639182026698,2.4656977187195297
2024-02-29,bull,120.96115855371214,105.4923732619955,1.0,1.877485535121974,2.4682384778461834
2024-03-01,bull,121.01125223618867,105.01780583759954,1.0,1.8805992664131905,2.46674910934487
2024-03-02,bull,123.02343644848762,104.8654205197087,1.3689783847000245,1.8849759994151216,2.461575038013034
2024-03-03,bull,123.90841746673131,105.0911028319921,1.0,1.8954209183556272,2.4657580753483748
2024-03-04,bull,124.15098707275047,104.90800740345547,1.0,1.8990468483525933,2.461316267795013
2024-03-05,bull,123.78940585445268,104.41216808569536,1.2446731268861746,1.8900666708184513,2.4644054430029505
2024-03-06,bull,123.47292798677168,104.63202524112806,1.2873759075432907,1.865683296680655,2.4646314859750307
2024-03-07,bull,121.4438253624215,104.9950234408138,1.4550198464334752,1.8609120876604741,2.4622000085628697
2024-03-08,bull,121.76700236391615,104.99135012451426,1.2371712142231936,1.8685215429192854,2.4595748659056964
2024-03-09,bull,122.6636781146878,104.38423377921961,1.3406873969685733,1.8649905796051072,2.4555098979663708
2024-03-10,bull,121.19110622572191,104.61574853583893,1.1664542787187673,1.8730023633279245,2.4423434885896587
2024-03-11,bull,120.622558130617,104.10525887109165,1.0,1.8744896450871273,2.4454066493509523
2024-03-12,bull,119.57800090640968,104.21211228294523,1.0,1.887370305789749,2.447259023953179
2024-03-13,bull,118.72626957857078,103.94508005492027,1.0,1.8844181387185426,2.4540563859727667
2024-03-14,bull,118.8483027326664,103.5937958006961,1.0,1.8890942869842193,2.4498047307543125
2024-03-15,bull,116.93779044764445,103.46681777206126,1.0,1.894153137629573,2.4649677997581256
2024-03-16,bull,117.5826045443033,103.4202688092317,1.0,1.909169156355885,2.4619299121753286
2024-03-17,bull,118.36227604760371,103.23073826484035,1.0,1.8921027832925421,2.4549290350377713
2024-03-18,bull,118.19552482250035,103.42337816075408,1.5204062990021316,1.8875187005470107,2.4469795556790297
2024-03-19,bull,115.92077298323973,103.29531849252733,1.0,1.8960038616008956,2.4331081764531928
2024-03-20,bull,115.0662805083009,103.60939540919503,1.301738145438832,1.9114628263986821,2.4453691995923377
2024-03-21,bull,116.27024379491537,103.70715289382879,1.3396578282160605,1.9138635415251029,2.456337738718487
2024-03-22,bull,113.7560213629428,103.50049859348816,1.0,1.910936499880888,2.461143700021565
2024-03-23,bull,113.5080119301477,103.24197301416163,1.097345105685092,1.9185076835676325,2.4539749895593586
2024-03-24,bull,112.50460039778703,102.74202490612147,1.0,1.9271947103199494,2.4684651310118317
2024-03-25,bull,113.29624604019952,102.84191065481639,1.4610679470392385,1.9235980935332762,2.4656513777196585
2024-03-26,bull,112.75232077640591,102.74279546332066,1.117921669132966,1.9269011666550517,2.463499171069845
2024-03-27,bull,113.18434619547095,102.02189174305047,1.0,1.9387064392791713,2.474997243713334
2024-03-28,bull,113.7642669459328,101.86812999796031,1.0,1.957611029211916,2.480268528389181
2024-03-29,bull,115.5037005989329,101.60295685608591,1.6240560809119398,1.9650370788042688,2.4978773534992174
2024-03-30,bull,115.38547845528228,102.0933976590208,1.0,1.9654784677709247,2.4998671315817695
2024-03-31,bull,115.80183021843003,101.5820796369388,1.0238575150475342,1.9649377160105457,2.49669088518514
2024-04-01,bull,114.49553417689016,101.15299160973244,1.0729394188695727,1.970511681582482,2.4917964461174615
2024-04-02,bull,115.65460779196215,101.49993715888179,1.0,1.9693549531576875,2.4770204766999364
2024-04-03,bull,115.02034973626924,101.92322127826392,1.055353974606757,1.9712513581479112,2.474791710517487
2024-04-04,bull,114.57337682555546,101.70562041765494,1.0,1.9606725955026025,2.483948457228106
2024-04-05,bull,114.62172881178843,101.52293093739874,1.0,1.9736431674675141,2.4887391306093547
2024-04-06,bull,113.25737780430963,101.72076930130886,1.337861483747096,1.9622413201960274,2.488901594661838
2024-04-07,bull,113.5326113797659,101.0207982334804,1.0,1.9579202025914972,2.4809421191113072
2024-04-08,bull,114.47944272568995,100.46684249827615,1.0,1.9588961352000154,2.482757103255409
2024-04-09,bull,114.81640959828117,100.39227598742417,1.0232305106225938,1.9788060039989017,2.490859612896972
2024-04-10,bull,113.42584733573248,100.86910633941835,1.0,1.9745791741503784,2.494305366948732
2024-04-11,bull,113.3815574511949,100.74733813625656,1.0,1.9679190160107745,2.4956392483057988
2024-04-12,bull,114.12264552721454,100.78792020933216,1.1284092633600689,1.9624108468374366,2.489263587079549
2024-04-13,bull,112.47655074459153,101.14081578956524,1.0,1.9789998185135498,2.496201041592445
2024-04-14,bull,111.57694888230445,101.79020599323918,1.0,1.9508763485784895,2.471145803042492
2024-04-15,bull,112.42631153887955,101.62423243911253,1.0,1.9408489684570036,2.4742085687134128
2024-04-16,bull,112.73669399324521,101.62926180497784,1.0,1.9681618555485991,2.49477114456097
2024-04-17,bull,113.17589052314628,102.19494711249727,1.0,1.9740706762835154,2.4827041574623148
2024-04-18,bull,114.92739590366763,101.73848338393994,1.5841032235319161,1.9630108267901234,2.480773201824704
2024-04-19,bull,115.42714874662701,102.06229085129492,1.0,1.9625916469683755,2.480709913903706
2024-04-20,bull,116.10391013378612,101.76070223225334,1.0,1.9632661926290542,2.4770092513912534
2024-04-21,bull,118.69139772056813,101.80216128258401,1.0,1.9717274450881104,2.485300245331725
